# Simulation 2 (Up to date)
# 276 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.60707,13.322,38.077,38.822,38.13,38.867,0.25782,0.0029554,2.0109,1.8766,45,3.2833e-6,9.8062,1.477,1.5754e-6,-27.902,-4.6582e-4,62.928,1.9661,0.0012687,1.9779e-5,31.521,24.483,2.8152,0.11256,1099582,3.345,0.28588,0.64455,0.64867,0.43136,0.09154,0.12165,0.31963,0.91266,-1.7215e-4,0,0,0,0,-0.012583,2.5,4.9087,85.153,-8.666e-5,NaN,14.91,1011.7,340.34,0.0088081,0.059756,1.3299e-5,0.25782
0.61588,13.659,38.419,38.839,38.472,38.864,0.2756,0.0029149,2.0251,1.3727,45,3.5098e-6,9.8062,1.6423,1.7855e-6,-23.633,-5.4718e-4,62.834,1.8716,0.0012671,1.9775e-5,31.473,24.463,2.8041,0.11356,1109305,3.345,0.2914,0.6446,0.64966,0.43135,0.091569,0.12168,0.35711,1.0102,-4.3277e-4,0,0,0,0,-0.0088692,2.5,4.9087,85.382,-3.0462e-4,NaN,14.91,1011.6,340.34,0.007809,0.060036,1.4021e-5,0.2756
0.62369,13.96,38.722,38.813,38.776,38.826,0.29145,0.0028791,2.0344,1.0039,45,3.7116e-6,9.8062,1.7518,1.8269e-6,-19.465,-0.0010899,62.795,1.8327,0.0012664,1.9773e-5,31.443,24.455,2.7949,0.11445,1117911,3.345,0.29627,0.64464,0.65038,0.43134,0.091596,0.1217,0.38211,1.0742,-3.7804e-4,0,0,0,0,-0.005924,2.5,4.9087,85.548,-4.3704e-4,NaN,14.91,1011.6,340.33,0.0072267,0.060353,1.4645e-5,0.29145
0.63091,14.241,39.003,38.783,39.056,38.79,0.30618,0.002846,2.0406,0.73663,45,3.8991e-6,9.8062,1.8206,1.7892e-6,-15.355,2.872e-4,62.76,1.7976,0.0012658,1.9772e-5,31.423,24.448,2.7901,0.11526,1125862,3.345,0.30073,0.64468,0.65086,0.43133,0.091621,0.12173,0.39791,1.1139,-3.8647e-4,0,0,0,0,-0.0036341,2.5,4.9087,85.674,-5.5282e-4,NaN,14.91,1011.6,340.33,0.0068682,0.060652,1.5208e-5,0.30618
0.63778,14.509,39.269,38.751,39.322,38.755,0.32021,0.0028146,2.045,0.55367,45,4.0779e-6,9.8062,1.8564,1.8485e-6,-11.283,2.3541e-4,62.727,1.7646,0.0012653,1.9771e-5,31.413,24.441,2.7888,0.11604,1133409,3.345,0.30491,0.64472,0.65114,0.43133,0.091645,0.12175,0.40615,1.1344,-2.4439e-6,0,0,0,0,-0.001936,2.5,4.9087,85.766,-7.1505e-4,NaN,14.91,1011.6,340.33,0.0066514,0.060979,1.573e-5,0.32021
0.64443,14.771,39.527,38.717,39.58,38.719,0.33382,0.0027841,2.0483,0.44569,45,4.2512e-6,9.8062,1.8634,1.742e-6,-7.2416,-2.0832e-4,62.695,1.733,0.0012647,1.9769e-5,31.412,24.435,2.7907,0.11679,1140708,3.345,0.3089,0.64476,0.65122,0.43132,0.091668,0.12177,0.40777,1.1389,3.5435e-4,0,0,0,0,-7.8733e-4,2.5,4.9087,85.829,-8.1423e-4,NaN,14.9,1011.5,340.33,0.0065374,0.061253,1.6221e-5,0.33382
0.65097,15.031,39.78,38.68,39.832,38.682,0.34722,0.0027541,2.051,0.41075,45,4.4219e-6,9.8062,1.8423,1.6451e-6,-3.23,-4.7023e-4,62.664,1.7021,0.0012642,1.9768e-5,31.418,24.429,2.7956,0.11752,1147872,3.345,0.31274,0.6448,0.65112,0.43131,0.091691,0.1218,0.40292,1.1262,3.1999e-4,0,0,0,0,-1.5469e-4,2.5,4.9087,85.863,-8.1222e-4,NaN,14.9,1011.5,340.33,0.0065261,0.061621,1.669e-5,0.34722
0.6575,15.291,40.032,38.639,40.085,38.642,0.36062,0.0027241,2.0538,0.46082,45,4.5924e-6,9.8062,1.7864,1.5896e-6,0.7445,-8.1916e-4,62.634,1.6716,0.0012637,1.9767e-5,31.433,24.422,2.8044,0.11826,1154996,3.345,0.31648,0.64483,0.65079,0.4313,0.091714,0.12182,0.39008,1.0944,5.2343e-5,0,0,0,0,8.1167e-6,2.5,4.9087,85.869,-7.5923e-4,NaN,14.9,1011.5,340.33,0.0066306,0.061934,1.7145e-5,0.36062
0.66413,15.557,40.288,38.595,40.341,38.6,0.37425,0.0026936,2.0573,0.58023,45,4.766e-6,9.8062,1.705,1.5554e-6,4.6863,-5.737e-4,62.603,1.6408,0.0012631,1.9765e-5,31.456,24.416,2.8162,0.119,1162230,3.345,0.32023,0.64487,0.65032,0.4313,0.091737,0.12184,0.37144,1.0462,3.7657e-4,0,0,0,0,3.1759e-4,2.5,4.9087,85.852,-6.7781e-4,NaN,14.9,1011.4,340.33,0.0068472,0.062363,1.7594e-5,0.37425
0.67097,15.834,40.552,38.547,40.605,38.554,0.38835,0.0026623,2.0618,0.77365,45,4.9456e-6,9.8062,1.5964,1.6223e-6,8.5921,-0.0016825,62.571,1.6093,0.0012626,1.9764e-5,31.487,24.409,2.8312,0.11977,1169695,3.345,0.32406,0.64491,0.64971,0.43129,0.091761,0.12186,0.3467,0.98016,4.7307e-6,0,0,0,0,0.001054,2.5,4.9087,85.806,-5.1124e-4,NaN,14.9,1011.4,340.33,0.0072121,0.062686,1.8045e-5,0.38835
0.67819,16.128,40.83,38.491,40.882,38.505,0.40324,0.0026295,2.0684,1.0502,45,5.1352e-6,9.8061,1.4571,1.6247e-6,12.455,-0.0010323,62.538,1.5764,0.0012621,1.9763e-5,31.527,24.403,2.8498,0.12058,1177553,3.345,0.32806,0.64496,0.64898,0.43128,0.091787,0.12189,0.3152,0.89653,4.7387e-4,0,0,0,0,0.0021852,2.5,4.9087,85.732,-3.0586e-4,NaN,14.9,1011.4,340.33,0.0077765,0.062989,1.8506e-5,0.40324
0.68596,16.446,41.129,38.425,41.182,38.452,0.41936,0.0025948,2.078,1.4251,45,5.3405e-6,9.8061,1.2817,1.5684e-6,16.25,-0.0025774,62.503,1.5413,0.0012615,1.9761e-5,31.578,24.395,2.873,0.12145,1186020,3.345,0.33237,0.645,0.64814,0.43127,0.091815,0.12192,0.27584,0.78913,-3.0271e-4,0,0,0,0,0.0036664,2.5,4.9087,85.617,-9.903e-6,NaN,14.89,1011.3,340.32,0.0087049,0.063277,1.8992e-5,0.41936
0.69467,16.806,41.463,38.344,41.516,38.392,0.43751,0.0025569,2.0925,1.9275,45,5.5716e-6,9.8061,1.0589,1.7039e-6,19.938,-0.0019241,62.465,1.5028,0.0012608,1.976e-5,31.643,24.387,2.9023,0.12242,1195492,3.345,0.33723,0.64505,0.64721,0.43126,0.091847,0.12195,0.22643,0.65196,2.7337e-4,0,0,0,0,0.0054327,2.5,4.9087,85.462,3.5769e-4,NaN,14.89,1011.3,340.32,0.010364,0.063603,1.9525e-5,0.43751
0.70503,17.238,41.86,38.236,41.914,38.323,0.45931,0.0025139,2.1159,2.5757,45,5.8493e-6,9.8061,0.78885,1.8591e-6,23.439,-0.0019071,62.42,1.4581,0.00126,1.9758e-5,31.723,24.378,2.938,0.12358,1206807,3.345,0.34318,0.64512,0.64633,0.43125,0.091885,0.12199,0.16735,0.48382,-5.3399e-5,0,0,0,0,0.0073672,2.5,4.9087,85.233,7.2244e-4,NaN,14.89,1011.2,340.32,0.013697,0.063887,2.0152e-5,0.45931
0.71873,17.815,42.383,38.076,42.438,38.236,0.48856,0.0024608,2.1573,3.4847,45,6.2217e-6,9.8061,0.43283,1.8158e-6,26.573,-0.005625,62.364,1.4019,0.0012591,1.9756e-5,31.831,24.367,2.9858,0.12512,1221804,3.345,0.35136,0.6452,0.64557,0.43123,0.091935,0.12204,0.090862,0.26247,-1.347e-4,0,0,0,0,0.0092372,2.5,4.9087,84.889,0.0011877,NaN,14.88,1011.2,340.32,0.020546,0.06421,2.0983e-5,0.48856
0.73927,18.693,43.163,37.795,43.221,38.117,0.53372,0.0023922,2.2439,4.9495,45,6.797e-6,9.8061,0.11621,1.7707e-6,-27.71,-0.018198,62.284,1.3218,0.0012577,1.9753e-5,31.929,24.35,3.0317,0.12743,1244238,3.345,0.36428,0.64533,0.64536,0.43121,0.092013,0.12211,0.024166,0.083329,-4.6946e-4,0,0,0,0,-0.009684,2.5,4.9087,84.328,0.0016909,NaN,14.88,1011.1,340.32,0.030818,0.064606,2.2284e-5,0.53372
0.77009,20.041,44.322,37.32,44.388,37.973,0.60558,0.0023176,2.4294,7.0132,45,7.712e-6,9.8061,0.823,2.6084e-6,-21.254,-0.0016306,62.164,1.2016,0.0012556,1.9748e-5,31.714,24.325,2.9557,0.13087,1277656,3.345,0.38503,0.64552,0.64684,0.43117,0.092131,0.12223,0.1748,0.52175,-4.1918e-4,0,0,0,0,-0.0054022,2.5,4.9087,83.549,0.0022428,NaN,14.87,1010.9,340.31,0.01129,0.06497,2.4496e-5,0.60558
0.78138,20.544,44.743,37.196,44.813,37.963,0.63347,0.0022988,2.512,7.5934,45,8.0672e-6,9.8061,0.9993,2.4261e-6,-16.758,-6.2825e-5,62.065,1.1031,0.0012539,1.9744e-5,31.662,24.304,2.9431,0.13212,1289828,3.345,0.39282,0.6456,0.64753,0.43115,0.092175,0.12227,0.21335,0.6307,-1.929e-4,0,0,0,0,-0.0032951,2.5,4.9087,83.331,0.0024186,NaN,14.87,1010.8,340.31,0.0091517,0.065313,2.5416e-5,0.63347
0.79053,20.955,45.083,37.084,45.157,37.925,0.65678,0.002287,2.5832,7.9416,45,8.364e-6,9.8061,1.0969,2.2122e-6,-12.515,9.5695e-4,62.017,1.0553,0.0012531,1.9742e-5,31.633,24.294,2.9356,0.13314,1299672,3.345,0.39913,0.64566,0.64797,0.43114,0.092211,0.1223,0.23487,0.69104,4.2493e-5,0,0,0,0,-0.0018098,2.5,4.9087,83.199,0.0026037,NaN,14.86,1010.8,340.31,0.0082209,0.065658,2.6216e-5,0.65678
0.79875,21.327,45.387,36.996,45.464,37.883,0.67829,0.0022792,2.6495,8.1501,45,8.6379e-6,9.8061,1.1476,2.3411e-6,-8.3801,8.3703e-4,61.977,1.0147,0.0012524,1.974e-5,31.619,24.286,2.9331,0.13404,1308497,3.345,0.40474,0.64571,0.64824,0.43113,0.092243,0.12234,0.24609,0.72211,-1.785e-4,0,0,0,0,-8.0048e-4,2.5,4.9087,83.113,0.0027481,NaN,14.86,1010.8,340.3,0.0077569,0.065938,2.6982e-5,0.67829
0.80651,21.68,45.674,36.927,45.754,37.834,0.69909,0.0022744,2.7131,8.2368,45,8.9026e-6,9.8061,1.1565,2.4096e-6,-4.3218,3.9745e-4,61.939,0.97729,0.0012517,1.9739e-5,31.616,24.278,2.9353,0.1349,1316822,3.345,0.40997,0.64576,0.64833,0.43112,0.092274,0.12237,0.24808,0.7283,-4.7044e-5,0,0,0,0,-2.1022e-4,2.5,4.9087,83.062,0.002845,NaN,14.86,1010.7,340.3,0.00759,0.066282,2.775e-5,0.69909
0.8141,22.028,45.954,36.873,46.038,37.779,0.71992,0.0022719,2.7756,8.2253,45,9.1679e-6,9.8061,1.1337,2.5861e-6,-0.32258,5.2863e-4,61.903,0.94139,0.0012511,1.9737e-5,31.623,24.27,2.941,0.13574,1324959,3.345,0.41503,0.64581,0.64828,0.43111,0.092304,0.1224,0.24301,0.71477,4.0151e-4,0,0,0,0,-1.1568e-6,2.5,4.9087,83.045,0.002898,NaN,14.86,1010.7,340.3,0.0076349,0.066559,2.8546e-5,0.71992
0.82174,22.38,46.235,36.831,46.322,37.716,0.74135,0.0022715,2.8381,8.1203,45,9.4412e-6,9.8061,1.0812,2.6786e-6,3.622,0.0012902,61.868,0.90577,0.0012505,1.9736e-5,31.638,24.263,2.9502,0.13658,1333132,3.345,0.42007,0.64586,0.64811,0.4311,0.092334,0.12243,0.23143,0.68283,1.2198e-4,0,0,0,0,1.4405e-4,2.5,4.9087,83.056,0.0029156,NaN,14.85,1010.6,340.3,0.0078904,0.066909,2.9391e-5,0.74135
0.82963,22.746,46.526,36.802,46.616,37.644,0.76399,0.0022732,2.9015,7.9168,45,9.7294e-6,9.8061,0.99809,2.6783e-6,7.5046,-3.2408e-4,61.832,0.86946,0.0012499,1.9734e-5,31.663,24.255,2.9631,0.13745,1341567,3.345,0.42523,0.64591,0.64784,0.43109,0.092366,0.12246,0.21311,0.6308,-2.5885e-4,0,0,0,0,6.1064e-4,2.5,4.9087,83.102,0.0029009,NaN,14.85,1010.6,340.3,0.0084296,0.067165,3.0312e-5,0.76399
0.83806,23.139,46.836,36.783,46.93,37.56,0.78873,0.0022771,2.9669,7.6,45,1.0045e-5,9.8061,0.87989,2.8452e-6,11.307,4.7612e-4,61.793,0.83128,0.0012492,1.9733e-5,31.698,24.247,2.9804,0.13838,1350566,3.345,0.43072,0.64597,0.64747,0.43108,0.0924,0.12249,0.18723,0.55667,2.3171e-4,0,0,0,0,0.0013676,2.5,4.9087,83.182,0.0028118,NaN,14.85,1010.5,340.3,0.00942,0.067426,3.1346e-5,0.78873
0.84748,23.582,47.183,36.773,47.28,37.46,0.81701,0.0022834,3.0365,7.1389,45,1.0404e-5,9.8061,0.7174,2.9161e-6,14.977,0.0021372,61.752,0.78953,0.0012485,1.9731e-5,31.747,24.238,3.0034,0.13941,1360608,3.345,0.43687,0.64603,0.64704,0.43107,0.092438,0.12253,0.15193,0.45426,-2.7435e-5,0,0,0,0,0.0023642,2.5,4.9087,83.308,0.0027215,NaN,14.85,1010.5,340.3,0.011367,0.067736,3.256e-5,0.81701
0.85884,24.121,47.601,36.819,47.703,37.386,0.85197,0.0022931,3.114,6.4889,45,1.085e-5,9.8061,0.49795,3.0924e-6,18.402,0.0046771,61.703,0.74091,0.0012476,1.9729e-5,31.813,24.228,3.0341,0.14065,1372681,3.351,0.44437,0.64611,0.6466,0.43105,0.092485,0.12257,0.10477,0.31414,-1.5969e-4,0,0,0,0,0.003506,2.5,4.9087,83.497,0.0027283,NaN,14.84,1010.4,340.29,0.016138,0.068087,3.4098e-5,0.85197
0.87498,24.894,48.196,37.2,48.303,37.599,0.90303,0.0023104,3.2103,5.464,45,1.15e-5,9.8061,0.15607,3.3545e-6,21.058,0.021051,61.638,0.67613,0.0012465,1.9726e-5,31.919,24.214,3.0818,0.14242,1389810,3.3775,0.45531,0.64622,0.64627,0.43103,0.092552,0.12264,0.032505,0.095986,2.2627e-4,0,0,0,0,0.0044782,2.5,4.9087,83.818,0.0029458,NaN,14.84,1010.3,340.29,0.024207,0.068503,3.6414e-5,0.90303
0.89919,26.072,49.098,37.775,49.211,37.974,0.98218,0.002344,3.3227,3.8779,45,1.2508e-5,9.8061,0.3401,3.5981e-6,-19.684,0.0077676,61.543,0.58044,0.0012448,1.9723e-5,31.862,24.194,3.0673,0.14508,1415683,3.4084,0.47271,0.64639,0.64662,0.431,0.092654,0.12274,0.071231,0.22186,1.2371e-4,0,0,0,0,-0.0037705,2.5,4.9087,84.328,0.0029522,NaN,14.83,1010.2,340.29,0.021433,0.068771,4.0181e-5,0.98218
0.92062,27.133,49.907,38.138,50.023,38.236,1.0542,0.0023795,3.3923,2.7286,45,1.3425e-5,9.8061,0.66228,2.7843e-6,-13.556,0.0042404,61.434,0.47202,0.0012429,1.9718e-5,31.765,24.171,3.0375,0.14747,1438786,3.4301,0.48889,0.64654,0.6474,0.43097,0.092747,0.12283,0.14006,0.42674,-3.2036e-4,0,0,0,0,-0.001731,2.5,4.9087,84.689,0.0026527,NaN,14.82,1010.1,340.28,0.01077,0.06995,4.378e-5,1.0542
0.93139,27.672,50.317,38.212,50.433,38.284,1.0909,0.0023978,3.4193,2.3465,45,1.3892e-5,9.8061,0.75608,2.637e-6,-9.2034,0.0068107,61.358,0.39553,0.0012415,1.9715e-5,31.737,24.154,3.0328,0.14867,1450461,3.4436,0.49713,0.64662,0.64774,0.43095,0.092795,0.12287,0.16034,0.48718,-1.4415e-4,0,0,0,0,-7.8509e-4,2.5,4.9087,84.809,0.0021191,NaN,14.82,1010,340.28,0.0092724,0.070511,4.5653e-5,1.0909
0.94066,28.14,50.671,38.224,50.788,38.285,1.1227,0.002413,3.4401,2.1558,45,1.4297e-5,9.8061,0.79452,2.8102e-6,-5.0511,0.0072485,61.31,0.34789,0.0012407,1.9713e-5,31.725,24.144,3.0324,0.14971,1460542,3.449,0.50422,0.64669,0.64792,0.43094,0.092836,0.12291,0.16869,0.51226,9.3671e-5,0,0,0,0,-2.332e-4,2.5,4.9087,84.878,0.0013846,NaN,14.82,1010,340.28,0.008691,0.070815,4.728e-5,1.1227
0.94935,28.582,51.003,38.154,51.12,38.212,1.1526,0.0024256,3.4585,2.0993,45,1.4679e-5,9.8061,0.79395,2.63e-6,-1.0085,0.0051165,61.267,0.30488,0.0012399,1.9711e-5,31.726,24.135,3.0362,0.15068,1.47e6,3.449,0.51082,0.64675,0.64798,0.43093,0.092875,0.12295,0.16857,0.51166,1.27e-4,0,0,0,0,-9.1768e-6,2.5,4.9087,84.907,7.2783e-4,NaN,14.81,1009.9,340.28,0.0085842,0.071126,4.8797e-5,1.1526
0.95794,29.022,51.33,38.076,51.448,38.137,1.1824,0.0024361,3.4766,2.1406,45,1.5058e-5,9.8061,0.7692,2.5031e-6,2.9722,0.004481,61.225,0.26321,0.0012392,1.971e-5,31.733,24.126,3.0428,0.15165,1479331,3.449,0.51734,0.64682,0.64797,0.43091,0.092914,0.12299,0.16319,0.4965,3.3805e-4,0,0,0,0,7.8692e-5,2.5,4.9087,84.895,2.7845e-4,NaN,14.81,1009.8,340.27,0.0087294,0.071534,5.0274e-5,1.1824
0.96667,29.471,51.663,37.988,51.781,38.058,1.2128,0.0024445,3.4959,2.3054,45,1.5445e-5,9.8061,0.71156,2.6657e-6,6.8663,0.0054181,61.184,0.22145,0.0012384,1.9708e-5,31.75,24.117,3.0534,0.15262,1488813,3.449,0.52393,0.64688,0.64787,0.4309,0.092954,0.12303,0.15072,0.45962,3.0052e-4,0,0,0,0,4.1465e-4,2.5,4.9087,84.855,-6.3913e-5,NaN,14.81,1009.8,340.27,0.0093044,0.072062,5.1744e-5,1.2128
0.97597,29.953,52.016,37.882,52.134,37.972,1.2455,0.0024504,3.5187,2.6102,45,1.5861e-5,9.8061,0.61696,2.4501e-6,10.646,0.0074954,61.14,0.17796,0.0012377,1.9706e-5,31.779,24.108,3.0686,0.15366,1498899,3.449,0.53092,0.64695,0.6477,0.43089,0.092997,0.12307,0.13032,0.39904,4.0449e-4,0,0,0,0,9.8325e-4,2.5,4.9087,84.769,-3.8622e-4,NaN,14.81,1009.7,340.27,0.010566,0.072392,5.3266e-5,1.2455
0.98654,30.505,52.415,35.017,52.535,35.132,1.2828,0.0024534,3.5487,2.8392,45,1.6337e-5,9.8061,0.47513,2.4374e-6,14.229,0.0058791,61.092,0.13003,0.0012368,1.9704e-5,31.822,24.097,3.09,0.15484,1510328,3.1614,0.53888,0.64703,0.64748,0.43087,0.093045,0.12312,0.099941,0.30734,-2.9219e-4,0,0,0,0,0.00173,2.5,4.9087,84.637,-5.6317e-4,NaN,14.8,1009.7,340.27,0.013502,0.072733,5.4929e-5,1.2828
1,31.216,52.865,4.7794,52.987,4.8267,1.331,0.0024514,3.59,0.67365,45,1.695e-5,9.8061,0.2575,2.2917e-6,17.356,0.015588,60.989,0.027265,0.001235,1.97e-5,31.889,24.075,3.1257,0.15617,1523200,1.4373,0.54794,0.64712,0.64726,0.43085,0.093101,0.12317,0.053815,0.16575,3.9072e-4,0,0,0,0,0.0025302,2.5,4.9087,84.425,-5.5714e-4,NaN,14.8,1009.6,340.27,0.020254,0.073146,5.6946e-5,1.331
1.0203,32.288,52.96,-17.226,53.084,17.231,1.4039,0.0024391,3.6156,0.42441,45,1.7879e-5,9.8061,0.11942,2.2624e-6,-18.187,0.029115,60.966,0.0042553,0.0012346,1.9699e-5,31.932,24.07,3.1448,0.15645,1525799,0.097194,0.54978,0.64714,0.64717,0.43085,0.093113,0.12318,0.024854,0.08102,-5.6692e-5,0,0,0,0,-0.0027686,2.5,4.9087,84.053,-7.4931e-5,NaN,14.79,1009.5,340.26,0.030381,0.073527,5.9765e-5,1.4039
# Event BURNOUT occurred at t=1.0507 seconds
1.0507,33.889,52.437,-18.776,52.562,18.785,1.5138,0.0024114,3.6229,0.60033,45,1.9278e-5,9.8061,0.55487,2.0096e-6,-11.186,0.0075676,60.966,0.0042553,0.0012346,1.9699e-5,31.798,24.07,3.0912,0.15492,1510631,0,0.53934,0.64704,0.64765,0.43087,0.093049,0.12312,0.11699,0.36281,2.4826e-4,0,0,0,0,-0.0010682,2.5,4.9087,83.589,0.0017934,NaN,14.78,1009.3,340.26,0.01141,0.073873,6.3712e-5,1.5138
1.0621,34.486,52.224,-18.715,52.35,18.726,1.5552,0.0024022,3.6302,0.64887,45,1.9805e-5,9.8061,0.57892,1.8552e-6,-7.0909,0.0073459,60.962,0,0.0012345,1.9699e-5,31.791,24.069,3.0886,0.15431,1504618,0,0.53509,0.647,0.64766,0.43088,0.093023,0.1231,0.12215,0.37811,1.3555e-4,0,0,0,0,-4.3265e-4,2.5,4.9087,83.486,0.0026313,NaN,14.78,1009.2,340.25,0.011035,0.07416,6.5203e-5,1.5552
1.0731,35.061,52.017,-18.639,52.144,18.648,1.5953,0.0023954,3.637,0.57337,45,2.0316e-5,9.8061,0.55732,2.1472e-6,-3.1624,0.0055858,60.962,0,0.0012345,1.9699e-5,31.797,24.069,3.0912,0.15373,1498828,0,0.53092,0.64696,0.64757,0.43089,0.092999,0.12307,0.11751,0.36344,1.7673e-4,0,0,0,0,-8.6708e-5,2.5,4.9087,83.428,0.0034102,NaN,14.77,1009.1,340.25,0.011569,0.074446,6.6694e-5,1.5953
1.0847,35.661,51.802,-18.544,51.93,18.548,1.6374,0.0023913,3.6427,0.37882,45,2.0852e-5,9.8061,0.49101,2.3546e-6,0.60636,0.0033322,60.962,0,0.0012345,1.9699e-5,31.817,24.069,3.0992,0.15311,1492785,0,0.52652,0.64692,0.64739,0.43089,0.092974,0.12305,0.10332,0.32012,9.5619e-5,0,0,0,0,3.2135e-6,2.5,4.9087,83.417,0.0038708,NaN,14.77,1009.1,340.25,0.013241,0.074784,6.8338e-5,1.6374
1.0979,36.346,51.558,-18.422,51.686,18.422,1.6856,0.0023908,3.6455,0.041317,45,2.1466e-5,9.8061,0.36956,2.432e-6,4.1251,0.0062664,60.962,0,0.0012345,1.9699e-5,31.854,24.069,3.114,0.15242,1485904,0,0.5215,0.64687,0.64714,0.4309,0.092946,0.12302,0.077486,0.24088,-2.8632e-5,0,0,0,0,1.5008e-4,2.5,4.9087,83.446,0.0042246,NaN,14.76,1009,340.25,0.017759,0.075235,7.0338e-5,1.6856
1.1157,37.258,51.232,-18.259,51.361,18.264,1.7504,0.0023973,3.6424,0.40103,45,2.2291e-5,9.8061,0.20235,2.6979e-6,7.2239,0.010825,60.962,0,0.0012345,1.9699e-5,31.906,24.069,3.1346,0.15147,1476593,0,0.51481,0.64681,0.64689,0.43092,0.092907,0.12298,0.042213,0.1318,-3.8495e-4,0,0,0,0,4.6604e-4,2.5,4.9087,83.549,0.0044518,NaN,14.76,1008.9,340.24,0.026639,0.0756,7.3237e-5,1.7504
1.1423,38.617,50.749,-18.019,50.878,18.053,1.8472,0.0024209,3.6221,1.1168,45,2.3523e-5,9.8061,0.08199,2.5561e-6,-8.1836,0.028893,60.962,0,0.0012345,1.9699e-5,31.943,24.069,3.1495,0.15007,1462712,0,0.50509,0.64671,0.64673,0.43093,0.09285,0.12293,0.017042,0.054298,1.395e-4,0,0,0,0,-6.0936e-4,2.5,4.9087,83.766,0.0049755,NaN,14.75,1008.7,340.24,0.039958,0.075912,7.8046e-5,1.8472
1.1823,40.63,50.035,-17.701,50.162,17.812,1.9907,0.0024847,3.558,1.9927,45,2.5352e-5,9.8061,0.44112,2.9614e-6,-1.6339,-0.0026951,60.962,0,0.0012345,1.9699e-5,31.832,24.069,3.105,0.148,1442323,0,0.49134,0.64658,0.64696,0.43096,0.092768,0.12285,0.092676,0.28736,-8.1586e-6,0,0,0,0,-2.4974e-5,2.5,4.9087,83.984,0.0063879,NaN,14.74,1008.5,340.23,0.015796,0.076314,8.633e-5,1.9907
1.1981,41.418,49.757,-17.601,49.881,17.725,2.0467,0.0025202,3.5255,2.0946,45,2.6064e-5,9.8061,0.48814,3.0014e-6,2.6117,-6.958e-4,60.962,0,0.0012345,1.9699e-5,31.817,24.069,3.0992,0.14719,1434355,0,0.48598,0.64652,0.64699,0.43097,0.092736,0.12282,0.1027,0.31848,-3.1811e-5,0,0,0,0,6.4511e-5,2.5,4.9087,83.978,0.0066566,NaN,14.73,1008.4,340.23,0.014411,0.076644,9.0026e-5,2.0467
1.2125,42.134,49.503,-17.543,49.627,17.637,2.0973,0.0025574,3.497,1.817,45,2.6708e-5,9.8061,0.38569,3.015e-6,6.2412,3.3174e-4,60.962,0,0.0012345,1.9699e-5,31.848,24.069,3.1117,0.14644,1426872,0,0.48077,0.64647,0.64677,0.43098,0.092707,0.12279,0.080893,0.25093,-1.974e-5,0,0,0,0,3.7226e-4,2.5,4.9087,83.915,0.0060252,NaN,14.73,1008.3,340.22,0.018482,0.077017,9.361e-5,2.0973
1.231,43.046,49.18,-17.488,49.302,17.536,2.1616,0.0026092,3.4681,1.2979,45,2.7528e-5,9.8061,0.1819,2.8234e-6,9.2063,-0.0050578,60.962,0,0.0012345,1.9699e-5,31.911,24.069,3.1368,0.14546,1417282,0,0.47414,0.64641,0.64648,0.43099,0.092669,0.12275,0.037918,0.11784,-4.0684e-4,0,0,0,0,8.2078e-4,2.5,4.9087,83.766,0.0048315,NaN,14.72,1008.2,340.22,0.027723,0.077323,9.8439e-5,2.1616
1.2587,44.402,48.696,-17.411,48.817,17.421,2.2574,0.0026887,3.4431,0.57816,45,2.8748e-5,9.8061,0.11688,3.6262e-6,-9.4739,-0.0070342,60.962,0,0.0012345,1.9699e-5,31.931,24.069,3.1448,0.14403,1403113,0,0.46465,0.64632,0.64635,0.43101,0.092613,0.1227,0.024316,0.077529,-3.9596e-4,0,0,0,0,-8.8669e-4,2.5,4.9087,83.497,0.0033021,NaN,14.71,1008,340.21,0.041584,0.07758,1.0593e-4,2.2574
