# Simulation 2 (Up to date)
# 276 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
30.62,29.337,-4.3858,-1.2083,3.8964,1.231,36.308,180,1.813,0.23509,45,-4.6238e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011451,111688,0,0.52433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.802,14.8,1009.6,340.27,0.40617,0.44916,8.6432e-4,-36.308
31.06,27.513,-3.9032,1.0966,4.3874,1.1361,37.134,180,1.9436,0.29681,45,-4.729e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012894,125777,0,0.6649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9324,14.81,1009.8,340.27,0.44012,0.44928,8.6432e-4,-37.134
31.453,25.891,-4.3573,-1.1563,3.9105,1.2731,37.857,180,1.7344,0.53274,45,-4.821e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011492,112122,0,0.52831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7032,14.82,1010,340.28,0.39273,0.44942,8.6432e-4,-37.857
31.87,24.157,-3.9495,0.97698,4.3663,1.1978,38.641,180,2.0237,0.69303,45,-4.9209e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012831,125204,0,0.65872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0144,14.83,1010.2,340.29,0.41743,0.44953,8.6432e-4,-38.641
32.355,22.131,-4.4123,-0.95525,3.9533,1.0319,39.576,180,1.8346,0.39031,45,-5.04e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011617,113377,0,0.54009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8495,14.84,1010.4,340.29,0.48454,0.44963,8.6432e-4,-39.576
32.761,20.442,-3.9123,1.2322,4.4123,1.2323,40.321,180,1.8392,0.011462,45,-5.1348e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012966,126560,0,0.67292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8391,14.86,1010.6,340.3,0.40575,0.44982,8.6432e-4,-40.321
33.174,18.73,-4.3727,-1.1135,3.9181,1.2094,41.122,180,2.0343,0.47194,45,-5.2368e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011513,112399,0,0.5307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0516,14.87,1010.8,340.31,0.41343,0.44991,8.6432e-4,-41.122
33.637,16.817,-3.8902,1.042,4.3742,1.0799,42.094,180,2.1656,0.28348,45,-5.3607e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012853,125499,0,0.66155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1486,14.88,1011,340.32,0.46301,0.45003,8.6432e-4,-42.094
34.04,15.15,-4.381,-1.2179,3.8917,1.2408,42.986,180,2.2612,0.23732,45,-5.4742e-4,9.8061,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011435,111672,0,0.52376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2731,14.89,1011.3,340.32,0.40295,0.45013,8.6432e-4,-42.986
34.349,13.85,-4.0276,1.1424,4.4048,1.6162,43.631,180,1.9075,1.1433,45,-5.5564e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012943,126412,0,0.67107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8037,14.9,1011.5,340.33,0.30937,0.45021,8.6432e-4,-43.631
34.849,11.763,-4.3203,-0.58545,4.0347,0.80228,44.516,180,1.6332,0.54855,45,-5.6691e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011855,115802,0,0.56311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6679,14.91,1011.6,340.33,0.5,0.4503,8.6432e-4,-44.516
35.182,10.374,-4.0351,0.85775,4.3492,1.5039,45.127,180,2.0439,1.2353,45,-5.7468e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012779,124848,0,0.65444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1337,14.92,1011.9,340.34,0.33247,0.45042,8.6432e-4,-45.127
35.682,8.2856,-4.3172,-0.56408,4.0352,0.56594,46.155,180,2.0668,0.045811,45,-5.878e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011856,115846,0,0.56342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0639,14.93,1012,340.35,0.5,0.4505,8.6432e-4,-46.155
36.182,6.2242,-3.9283,0.77768,4.3183,0.81381,47.158,180,1.9469,0.23979,45,-6.0057e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012688,123993,0,0.64538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.969,14.95,1012.3,340.36,0.5,0.45064,8.6432e-4,-47.158
36.638,4.3231,-4.4014,-1.0364,3.9315,1.0953,48.084,180,2.1087,0.35442,45,-6.1232e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011551,112905,0,0.53506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1057,14.96,1012.5,340.36,0.45648,0.4507,8.6432e-4,-48.084
37.05,2.6142,-3.9087,1.198,4.4022,1.2157,48.934,180,2.0237,0.20678,45,-6.2315e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012934,126440,0,0.67096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.026,14.97,1012.7,340.37,0.41127,0.45077,8.6432e-4,-48.934
37.472,0.86382,-4.3814,-1.1194,3.9126,1.184,49.823,180,2.1867,0.38596,45,-6.3449e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.011495,112391,0,0.53009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1974,14.98,1012.9,340.38,0.42228,0.45089,8.6432e-4,-49.823
# Event GROUND_HIT occurred at t=37.9 seconds
# Event SIMULATION_END occurred at t=37.9 seconds
37.9,-0.91185,-3.9075,1.1061,4.384,1.167,50.794,180,2.3462,0.37226,45,-6.4687e-4,9.8062,NaN,NaN,NaN,NaN,60.962,0,NaN,NaN,NaN,NaN,NaN,0.012879,125949,0,0.66562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3361,14.99,1013.2,340.39,0.42844,0.45099,8.6432e-4,-50.794
