# Simulation 1 (Up to date)
# 177 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-8.8368,0,8.8368,0,0,0,0,45,0,9.8062,90,0,0,0,64.41,3.2982,0.0012931,1.9839e-5,NaN,24.777,NaN,0.0056483,55240,0.062439,0,0.89398,0,0.6841,0.089877,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0011144,0,0
0.01,0,0,-6.898,0,6.898,0,0,0,0,45,0,9.8062,90,0,0,0,64.41,3.2982,0.0012931,1.9839e-5,NaN,24.777,NaN,0.0056426,55184,0.18732,0,0.89417,0,0.68429,0.089877,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.00169,0,0
0.02,0,0,-4.9589,0,4.9589,0,0,0,0,45,0,9.8062,90,0,0,0,64.407,3.2945,0.001293,1.9839e-5,NaN,24.777,NaN,0.0056369,55128,0.3122,0,0.89436,0,0.68448,0.089877,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0022066,0,0
0.03,0,0,-3.0197,0,3.0197,0,0,0,0,45,0,9.8062,90,0,0,0,64.403,3.2909,0.001293,1.9838e-5,NaN,24.776,NaN,0.0056312,55072,0.43707,0,0.89455,0,0.68467,0.089876,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0026864,0,0
0.04,0,0,0.47893,0,0.47893,0,0,0,0,45,0,9.8062,90,0,0,0,64.399,3.2873,0.0012929,1.9838e-5,NaN,24.775,NaN,0.0056255,55016,0.66236,0,0.89475,0,0.68487,0.089876,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0031521,0,0
0.05,2.4002e-5,0.0048032,6.251,0.0048032,6.251,0,0,0,0,45,0,9.8062,89.857,0,0,0,64.389,3.2768,0.0012927,1.9838e-5,NaN,24.773,NaN,0.0056198,54961,1.0339,0,0.89494,3.5568e-8,0.68506,0.089876,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0037042,0,0
0.06,3.8473e-4,0.067351,12.047,0.067351,12.047,0,0,0,0,45,0,9.8062,87.966,0,0,0,64.371,3.2589,0.0012925,1.9837e-5,NaN,24.77,NaN,0.0055717,54490,1.4067,1.0696e-7,0.89658,9.8905e-5,0.6867,0.089876,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0043982,0,0
0.07,0.0016608,0.18787,17.846,0.18787,17.846,0,0,0,0,45,0,9.8062,84.288,0,0,0,64.352,3.2402,0.0012922,1.9836e-5,NaN,24.766,NaN,0.0055442,54221,1.7795,2.2552e-6,0.89753,0.0021061,0.68765,0.089876,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0048323,0,0
0.08,0.0044321,0.3664,24.065,0.3664,24.065,0,0,0,0,45,0,9.8062,78.856,0,0,0,64.334,3.2216,0.0012918,1.9836e-5,NaN,24.763,NaN,0.0055701,54474,2.1791,1.5869e-5,0.89664,0.014682,0.68676,0.089876,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.005271,0,0
0.09,0.0092998,0.60716,32.005,0.60716,32.005,0,0,0,0,45,0,9.8062,71.763,0,0,0,64.307,3.1947,0.0012914,1.9835e-5,NaN,24.757,NaN,0.0056998,55743,2.6888,6.653e-5,0.89225,0.058786,0.68237,0.089877,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0058864,0,0
0.1,0.016972,0.92742,40.146,0.92742,40.146,0,0,0,0,45,0,9.8062,63.065,0,0,0,64.266,3.1541,0.0012908,1.9833e-5,NaN,24.749,NaN,0.0060144,58820,3.2104,2.1006e-4,0.88218,0.16669,0.67229,0.089877,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0064342,0,0
# Event LIFTOFF occurred at t=0.11 seconds
0.11,0.028255,1.3292,48.299,1.3292,48.299,0,0,0,0,45,0,9.8062,54.168,0,0,0,64.22,3.1081,0.00129,1.9831e-5,NaN,24.74,NaN,0.0066702,65233,3.732,5.1997e-4,0.86338,0.33549,0.6535,0.089878,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0070816,0,0
0.12,0.043963,1.8124,56.533,1.8124,56.533,0,0,0,0,45,0,9.8062,45.686,0,0,0,64.174,3.062,0.0012893,1.9829e-5,NaN,24.731,NaN,0.0076219,74541,4.2583,0.0010775,0.84031,0.53244,0.63042,0.08988,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0075405,0,0
0.13,0.064915,2.3781,65.919,2.3781,65.919,0,0,0,0,45,0,9.8062,38.208,0,0,0,64.123,3.011,0.0012884,1.9827e-5,NaN,24.721,NaN,0.0088914,86956,4.8577,0.0019506,0.81514,0.70827,0.60525,0.089883,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0081434,0,0
0.14,0.091995,3.0379,75.731,3.0379,75.731,0,0,0,0,45,0,9.8062,31.855,0,0,0,64.055,2.9434,0.0012873,1.9824e-5,NaN,24.708,NaN,0.010507,102759,5.4823,0.0032126,0.78953,0.8353,0.57963,0.089887,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0086472,0,0
0.15,0.12616,3.796,85.573,3.796,85.573,0,0,0,0,45,0,9.8062,26.628,0,0,0,63.976,2.864,0.001286,1.9821e-5,NaN,24.692,NaN,0.012475,122002,6.1069,0.004922,0.76487,0.9079,0.55496,0.089893,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0091347,0,0
0.16,0.16841,4.6525,95.514,4.6525,95.514,0,0,0,0,45,0,9.8062,21.863,0,0,0,63.897,2.7847,0.0012847,1.9818e-5,NaN,24.677,NaN,0.014728,144031,6.7368,0.0071158,0.74249,0.94176,0.53256,0.089901,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.0096158,0,0
0.17,0.21971,5.6086,106.24,5.6086,106.24,0,0,0,0,45,0,9.8062,18.075,0,0,0,63.812,2.6994,0.0012834,1.9814e-5,NaN,24.66,NaN,0.017333,169506,7.415,0.0098076,0.72183,0.93719,0.51188,0.089912,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.010059,0,0
0.18,0.28111,6.6723,117.2,6.6723,117.2,0,0,0,0,45,0,9.8062,15.05,0,0,0,63.711,2.5991,0.0012817,1.981e-5,NaN,24.64,NaN,0.020298,198510,8.105,0.013005,0.70293,0.90613,0.49295,0.089926,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.010556,0,0
0.19,0.3537,7.8459,127.28,7.8459,127.28,0,0,0,0,45,0,9.8062,12.628,0,0,0,63.602,2.4897,0.0012799,1.9806e-5,NaN,24.618,NaN,0.023621,231005,8.7356,0.01667,0.68577,0.85768,0.47575,0.089945,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.011035,0,0
0.2,0.43853,9.1205,135.1,9.1205,135.1,0,0,0,0,45,0,9.8062,10.689,0,0,0,63.485,2.3732,0.001278,1.9801e-5,NaN,24.595,NaN,0.027267,266661,9.2207,0.02095,0.67035,0.80888,0.46028,0.08997,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.01,0.011528,0,0
0.21,0.5365,10.474,139.57,10.474,139.57,0,0,0,0,45,0,9.8062,9.1576,0,0,0,63.358,2.2461,0.0012759,1.9796e-5,NaN,24.57,NaN,0.031167,304791,9.4853,0.025938,0.65667,0.76658,0.44654,0.089999,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0095479,0.012015,0,0
0.21955,0.64287,11.808,142.13,11.808,142.13,0,0,0,0,45,0,9.8062,7.9882,0,0,0,63.228,2.1164,0.0012737,1.9791e-5,NaN,24.543,NaN,0.035029,342554,9.6552,0.03134,0.64522,0.73327,0.43503,0.090033,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0084691,0.012599,0,0
0.22802,0.74798,13.015,135.01,13.015,135.01,0,0,0,0,45,0,9.8062,7.1345,0,0,0,63.107,1.9948,0.0012717,1.9786e-5,NaN,24.519,NaN,0.038534,376832,9.2115,0.037002,0.6421,0.7154,0.43184,0.090067,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,15,1013.2,340.39,0.0076835,0.013118,0,0
0.2357,0.85198,14.057,121.4,14.057,121.4,0,0,0,0,45,0,9.8062,6.5082,0,0,0,62.999,1.8871,0.0012699,1.9782e-5,NaN,24.497,NaN,0.041566,406473,8.3512,0.042441,0.64216,0.70524,0.43183,0.090098,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,14.99,1013.2,340.39,0.0071138,0.013664,0,0
0.24281,0.95507,14.926,105.08,14.926,105.08,0,0,0,0,45,0,9.8062,6.0436,0,0,0,62.908,1.7955,0.0012683,1.9778e-5,NaN,24.478,NaN,0.044094,431199,7.3057,0.047267,0.6422,0.69793,0.43182,0.090127,0.12025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,4.9087,90,0,NaN,14.99,1013.1,340.39,0.0066999,0.01412,0,0
# Event LAUNCHROD occurred at t=0.24951 seconds
0.24951,1.0574,15.633,89.527,15.633,89.541,0,0,0,1.6294,45,0,9.8062,5.6915,0,0,0,62.832,1.7199,0.001267,1.9775e-5,30.445,24.463,2.3927,0.046155,451346,6.0395,0.051389,0.64224,0.69257,0.43181,0.090151,0.12028,1.3798,3.301,4.1351e-4,0,0,0,0,0,2.5,4.9087,90,0,NaN,14.99,1013.1,340.38,0.01005,0.014631,0,0
0.25956,1.2189,16.5,65.269,16.5,65.29,8.318e-5,180,0.016615,1.6718,45,0,9.8062,5.347,0,2.8617,-7.2313e-5,62.753,1.6414,0.0012657,1.9772e-5,30.523,24.447,2.4304,0.048686,476093,4.6121,0.05676,0.6423,0.68749,0.4318,0.090183,0.12031,1.2849,3.122,2.7606e-4,0,0,0,0,7.0731e-4,2.5,4.9087,89.983,0.0014535,NaN,14.99,1013.1,340.38,0.013713,0.015133,0,-8.318e-5
0.27328,1.4512,17.367,48.17,17.367,48.198,4.6762e-4,180,0.039348,1.6461,45,0,9.8062,4.9796,0,6.9506,-8.4998e-5,62.665,1.5531,0.0012642,1.9768e-5,30.608,24.429,2.4717,0.051221,500867,3.7011,0.062345,0.64235,0.68227,0.43179,0.090216,0.12034,1.1853,2.9261,-6.6447e-6,0,0,0,0,0.0037695,2.5,4.9087,89.92,0.0014777,NaN,14.99,1013.1,340.38,0.013203,0.015611,0,-4.6762e-4
0.28648,1.6847,18.004,43.991,18.004,44.017,0.0011276,180,0.060346,1.5351,45,0,9.8062,4.6541,0,10.979,-1.6089e-4,62.586,1.4735,0.0012629,1.9765e-5,30.685,24.412,2.509,0.053084,519079,3.4342,0.066525,0.64239,0.67782,0.43179,0.090241,0.12037,1.0985,2.7468,-4.1043e-4,0,0,0,0,0.0087573,2.5,4.9087,89.8,9.9339e-4,NaN,14.99,1013,340.38,0.013081,0.016063,0,-0.0011276
0.29956,1.924,18.58,40.598,18.58,40.621,0.0020433,180,0.079232,1.3607,45,0,9.8062,4.3127,0,14.97,3.2724e-4,62.518,1.4064,0.0012617,1.9762e-5,30.767,24.399,2.5474,0.054769,535539,3.2204,0.070345,0.64243,0.67335,0.43178,0.090265,0.12039,1.0088,2.5546,-2.5304e-4,0,0,0,0,0.015295,2.5,4.9087,89.628,3.6801e-4,NaN,14.99,1013,340.38,0.013202,0.016551,0,-0.0020433
0.31276,2.1728,19.116,38.811,19.116,38.829,0.0032026,180,0.095951,1.1787,45,0,9.8062,4.0865,0,18.987,2.893e-4,62.456,1.3437,0.0012606,1.976e-5,30.822,24.386,2.5747,0.056349,550978,3.1099,0.074149,0.64247,0.67053,0.43177,0.090288,0.12041,0.95012,2.4226,1.9781e-5,0,0,0,0,0.023245,2.5,4.9087,89.404,-1.7669e-4,NaN,14.99,1013,340.38,0.013141,0.017022,0,-0.0032026
0.3259,2.4273,19.626,37.305,19.627,37.317,0.0045581,180,0.10978,0.93621,45,0,9.8062,3.8273,0,22.974,7.1614e-4,62.397,1.2848,0.0012596,1.9757e-5,30.887,24.373,2.6053,0.057854,565686,3.0156,0.077799,0.64251,0.66742,0.43176,0.090311,0.12044,0.88369,2.2703,4.7732e-4,0,0,0,0,0.032284,2.5,4.9087,89.129,-5.5441e-4,NaN,14.98,1013,340.38,0.013292,0.017679,5.6549e-9,-0.0045581
0.3392,2.6915,20.122,35.765,20.123,35.771,0.0060907,180,0.12008,0.63254,45,0,9.8062,3.5266,0,26.92,6.4211e-4,62.34,1.2275,0.0012586,1.9755e-5,30.963,24.361,2.6404,0.059319,579992,2.9193,0.081365,0.64255,0.66399,0.43175,0.090333,0.12046,0.80766,2.0908,3.0243e-5,0,0,0,0,0.042167,2.5,4.9087,88.797,-7.3161e-4,NaN,14.98,1012.9,340.38,0.013719,0.018473,5.3821e-9,-0.0060907
0.35291,2.9709,20.613,34.157,20.613,34.158,0.0077852,180,0.12598,0.24769,45,0,9.8062,3.1477,0,30.814,6.1031e-4,62.282,1.1695,0.0012577,1.9752e-5,31.06,24.349,2.6842,0.060767,594132,2.8181,0.084864,0.64258,0.65996,0.43175,0.090356,0.12048,0.71348,1.8624,-5.6093e-5,0,0,0,0,0.052646,2.5,4.9087,88.402,-7.5321e-4,NaN,14.98,1012.9,340.38,0.014665,0.019041,0,-0.0077852
0.36758,3.2769,21.113,32.401,21.113,32.402,0.009639,-180,0.12541,0.27713,45,0,9.8062,2.59,0,34.546,5.3045e-4,62.224,1.1122,0.0012567,1.975e-5,31.207,24.338,2.7479,0.062235,608470,2.705,0.088299,0.64262,0.65468,0.43174,0.09038,0.1205,0.57806,1.5255,2.9271e-4,0,0,0,0,0.063086,2.5,4.9087,87.92,-7.0164e-4,NaN,14.98,1012.9,340.38,0.017056,0.019525,-8.354e-9,-0.009639
0.38463,3.6417,21.664,30.269,21.664,30.283,0.011703,-180,0.11448,0.92889,45,0,9.8062,1.9167,0,38.102,3.0882e-4,62.164,1.0515,0.0012556,1.9748e-5,31.392,24.325,2.8267,0.063853,624275,2.5655,0.092207,0.64267,0.64947,0.43173,0.090406,0.12053,0.41975,1.1136,3.5931e-4,0,0,0,0,0.072898,2.5,4.9087,87.302,-5.3193e-4,NaN,14.98,1012.8,340.37,0.022177,0.020183,-2.7947e-8,-0.011703
0.40681,4.1295,22.329,28.406,22.329,28.467,0.013932,-180,0.08276,1.8612,45,0,9.8062,1.0207,0,41.201,-9.8491e-4,62.089,0.97676,0.0012543,1.9745e-5,31.649,24.309,2.9359,0.065814,643417,2.4609,0.097236,0.64272,0.64472,0.43172,0.09044,0.12056,0.21781,0.55876,2.326e-4,0,0,0,0,0.080239,2.5,4.9087,86.419,-1.2933e-4,NaN,14.97,1012.8,340.37,0.033266,0.020636,-6.466e-8,-0.013932
0.44008,4.8879,23.267,26.944,23.267,27.153,0.015361,-180,0.0055875,3.3653,45,0,9.8062,0.2962,0,-42.021,-0.0032152,61.989,0.87704,0.0012526,1.9741e-5,31.868,24.288,3.0317,0.068586,670474,2.3808,0.1053,0.6428,0.64298,0.4317,0.090489,0.12061,0.061868,0.2643,1.0848e-4,0,0,0,0,-0.076853,2.5,4.9087,85.021,3.3165e-4,NaN,14.97,1012.7,340.37,0.049899,0.021099,-1.1961e-7,-0.015361
0.48998,6.0821,24.595,25.465,24.596,26.044,0.0099282,-180,0.22991,5.4578,45,0,9.8062,1.802,2.9233e-6,-34.411,-0.0016104,61.847,0.7346,0.0012501,1.9735e-5,31.425,24.258,2.8665,0.072551,709159,2.3404,0.11891,0.64293,0.64897,0.43168,0.090562,0.12068,0.39336,1.1737,4.7082e-5,0,0,0,0,-0.04606,2.5,4.9087,83.073,4.2555e-4,NaN,14.96,1012.5,340.36,0.016232,0.021574,-1.0407e-7,-0.0099282
0.50621,6.4847,25.011,25.357,25.013,26.069,0.005447,-180,0.32393,6.0512,45,0,9.8062,2.1304,2.8698e-6,-29.977,-0.002157,61.735,0.62276,0.0012482,1.973e-5,31.333,24.235,2.8394,0.073802,721363,2.3258,0.12348,0.64297,0.65129,0.43167,0.090586,0.12071,0.46945,1.3669,1.9067e-4,0,0,0,0,-0.033781,2.5,4.9087,82.552,2.401e-4,NaN,14.96,1012.5,340.36,0.013449,0.022041,-5.4857e-8,-0.005447
0.51966,6.8234,25.352,25.07,25.355,25.883,5.2987e-4,-180,0.40823,6.4389,45,0,9.8062,2.33,2.9888e-6,-25.737,-0.0022061,61.685,0.57339,0.0012473,1.9728e-5,31.278,24.224,2.8217,0.074829,731384,2.3132,0.12725,0.643,0.65288,0.43166,0.090606,0.12073,0.51634,1.4809,-3.0417e-4,0,0,0,0,-0.024222,2.5,4.9087,82.174,3.2035e-5,NaN,14.96,1012.4,340.36,0.012067,0.022662,-7.0421e-9,-5.2987e-4
0.53172,7.1312,25.654,25.002,25.659,25.896,0.0048732,4.2604e-4,0.48786,6.7445,45,0,9.8062,2.4527,3.0402e-6,-21.581,-0.0017216,61.643,0.53095,0.0012466,1.9727e-5,31.245,24.215,2.812,0.075743,740291,2.313,0.13058,0.64303,0.65392,0.43166,0.090625,0.12075,0.54542,1.5504,-1.1597e-4,0,0,0,0,-0.016623,2.5,4.9087,81.893,-1.5374e-4,NaN,14.95,1012.4,340.36,0.011244,0.024877,3.6236e-8,0.0048732
0.54297,7.4212,25.935,25.131,25.941,26.086,0.01079,3.8375e-4,0.565,6.9937,45,0,9.8062,2.5175,3.1223e-6,-17.48,-0.0013333,61.604,0.49217,0.0012459,1.9725e-5,31.228,24.207,2.8083,0.076593,748580,2.3253,0.13364,0.64306,0.6545,0.43165,0.090642,0.12076,0.56083,1.5861,3.6443e-4,0,0,0,0,-0.010665,2.5,4.9087,81.669,-2.9236e-4,NaN,14.95,1012.4,340.36,0.010743,0.025211,7.2268e-8,0.01079
0.55371,7.7013,26.205,25.26,26.213,26.268,0.017266,3.3002e-4,0.64107,7.2104,45,0,9.8062,2.5812,3.1106e-6,-13.408,-0.0014366,61.568,0.4556,0.0012452,1.9724e-5,31.211,24.199,2.8046,0.077404,756487,2.3372,0.1366,0.64308,0.65508,0.43165,0.090658,0.12078,0.57606,1.6216,1.328e-4,0,0,0,0,-0.0061439,2.5,4.9087,81.503,-4.2033e-4,NaN,14.95,1012.4,340.36,0.010283,0.055431,9.9453e-8,0.017266
0.56399,7.9721,26.464,25.381,26.474,26.445,0.024244,2.7391e-4,0.71626,7.428,45,3.0874e-7,9.8062,2.6825,3.1145e-6,-9.2836,-0.0022982,61.533,0.42062,0.0012446,1.9722e-5,31.184,24.192,2.7967,0.078172,763983,2.3484,0.13952,0.64311,0.65601,0.43164,0.090674,0.12079,0.60037,1.6816,-9.9534e-5,0,0,0,0,-0.0028879,2.5,4.9087,81.389,-5.6434e-4,NaN,14.95,1012.3,340.36,0.0097178,0.056036,1.159e-7,0.024244
0.57371,8.2305,26.711,25.504,26.722,26.606,0.031557,2.1756e-4,0.78909,7.5772,45,4.0188e-7,9.8062,2.735,3.1555e-6,-5.1996,-0.0027189,61.499,0.38736,0.001244,1.9721e-5,31.17,24.185,2.794,0.078903,771107,2.3591,0.14225,0.64314,0.65651,0.43164,0.090689,0.12081,0.61303,1.7133,1.5725e-4,0,0,0,0,-8.8921e-4,2.5,4.9087,81.32,-7.3665e-4,NaN,14.95,1012.3,340.36,0.0093581,0.056634,1.1983e-7,0.031557
0.58307,8.4815,26.949,25.624,26.963,26.746,0.039275,1.5994e-4,0.86035,7.6644,45,5.0016e-7,9.8062,2.7457,3.2503e-6,-1.1468,-0.0028375,61.468,0.35562,0.0012435,1.972e-5,31.167,24.178,2.7956,0.079611,778006,2.3688,0.14483,0.64316,0.65663,0.43163,0.090704,0.12082,0.61563,1.7207,-2.7779e-4,0,0,0,0,-4.2486e-5,2.5,4.9087,81.286,-9.1077e-4,NaN,14.94,1012.3,340.36,0.0091494,0.05694,1.0963e-7,0.039275
0.59222,8.7292,27.184,25.635,27.199,26.76,0.047467,1.0058e-4,0.93056,7.6771,45,6.0447e-7,9.8062,2.7187,3.2388e-6,2.8783,-0.0024563,61.437,0.32477,0.0012429,1.9718e-5,31.174,24.171,2.8011,0.080306,784785,2.371,0.14732,0.64318,0.65641,0.43163,0.090718,0.12084,0.6091,1.7059,-2.1381e-4,0,0,0,0,2.6304e-4,2.5,4.9087,81.297,-0.00106,NaN,14.94,1012.2,340.35,0.0090656,0.057316,8.3325e-8,0.047467
0.60129,8.9767,27.416,25.624,27.434,26.733,0.056219,3.9365e-5,0.99998,7.6185,45,7.1597e-7,9.8062,2.6426,3.2449e-6,6.8715,-0.002741,61.406,0.29419,0.0012424,1.9717e-5,31.195,24.165,2.8119,0.080998,791525,2.371,0.14971,0.64321,0.65575,0.43162,0.090733,0.12085,0.59081,1.6599,-2.9998e-4,0,0,0,0,0.0014738,2.5,4.9087,81.337,-0.0012031,NaN,14.94,1012.2,340.35,0.009155,0.057598,3.8625e-8,0.056219
0.61044,9.2287,27.651,25.637,27.671,26.692,0.06569,-2.4155e-5,1.0689,7.4333,45,8.3658e-7,9.8062,2.4506,3.2349e-6,10.769,-0.002673,61.376,0.26347,0.0012418,1.9716e-5,31.246,24.158,2.8352,0.081708,798451,2.371,0.15196,0.64323,0.65411,0.43162,0.090748,0.12087,0.54495,1.5414,1.223e-5,0,0,0,0,0.0035573,2.5,4.9087,81.423,-0.0013367,NaN,14.94,1012.2,340.35,0.0096841,0.057912,-2.7695e-8,0.06569
0.62012,9.4977,27.899,25.659,27.922,26.645,0.076387,-9.2504e-5,1.1398,7.1818,45,9.7277e-7,9.8062,2.2163,3.204e-6,14.622,-0.0032541,61.344,0.2317,0.0012413,1.9714e-5,31.31,24.151,2.8635,0.08246,805777,2.371,0.15433,0.64326,0.65225,0.43161,0.090764,0.12088,0.48962,1.3953,-4.8963e-4,0,0,0,0,0.0064389,2.5,4.9087,81.543,-0.0014833,NaN,14.94,1012.1,340.35,0.0105,0.058217,-1.2333e-7,0.076387
0.63062,9.792,28.169,25.281,28.195,26.177,0.088744,-1.6734e-4,1.2135,6.7903,45,1.1302e-6,9.8062,1.9305,3.2628e-6,18.411,-0.0026345,61.31,0.19767,0.0012407,1.9713e-5,31.389,24.144,2.8981,0.083275,813722,2.3415,0.15689,0.64329,0.65019,0.43161,0.090782,0.1209,0.42305,1.2163,2.6958e-4,0,0,0,0,0.010008,2.5,4.9087,81.715,-0.00161,NaN,14.94,1012.1,340.35,0.011805,0.058609,-2.5918e-7,0.088744
0.64243,10.126,28.467,23.972,28.496,24.751,0.10353,-2.5121e-4,1.2911,6.163,45,1.3185e-6,9.8062,1.577,3.2493e-6,22.089,-0.0031387,61.273,0.16054,0.00124,1.9712e-5,31.489,24.136,2.9412,0.084175,822497,2.2429,0.15976,0.64332,0.648,0.4316,0.090802,0.12092,0.34209,0.99231,-3.7456e-5,0,0,0,0,0.0141,2.5,4.9087,81.956,-0.0017139,NaN,14.93,1012.1,340.35,0.014154,0.058944,-4.5393e-7,0.10353
0.65658,10.532,28.803,18.377,28.836,18.995,0.1224,-3.4942e-4,1.3737,4.8062,45,1.5588e-6,9.8062,1.1154,3.4573e-6,25.546,-0.0044941,61.231,0.11882,0.0012393,1.971e-5,31.623,24.127,2.9982,0.085191,832390,1.818,0.16306,0.64336,0.64575,0.43159,0.090825,0.12094,0.23875,0.69756,-6.5394e-5,0,0,0,0,0.018414,2.5,4.9087,82.294,-0.0017936,NaN,14.93,1012,340.35,0.019647,0.059367,-7.4647e-7,0.1224
0.67623,11.101,29.14,2.0505,29.176,2.7853,0.15024,-4.7692e-4,1.4566,1.8851,45,1.9133e-6,9.8062,0.43977,3.5544e-6,28.337,-0.010186,61.139,0.027129,0.0012376,1.9706e-5,31.825,24.107,3.087,0.086213,842335,0.9001,0.16648,0.6434,0.64378,0.43159,0.090848,0.12097,0.092273,0.26278,2.9984e-4,0,0,0,0,0.022122,2.5,4.9087,82.827,-0.0018202,NaN,14.93,1012,340.35,0.029471,0.059759,-1.2506e-6,0.15024
0.7057,11.961,29.202,-10.218,29.24,10.232,0.19383,-6.4062e-4,1.4965,0.53997,45,2.4684e-6,9.8062,0.54894,3.4462e-6,-27.788,-0.0070972,61.116,0.0038707,0.0012372,1.9705e-5,31.792,24.102,3.0757,0.086425,844338,0.13868,0.16733,0.64341,0.644,0.43158,0.090853,0.12097,0.11555,0.37633,-2.4673e-4,0,0,0,0,-0.021169,2.5,4.9087,83.669,-0.002033,NaN,14.92,1011.8,340.34,0.035322,0.060146,-2.1671e-6,0.19383
# Event BURNOUT occurred at t=0.74102 seconds
