# Simulation 1 (Up to date)
# 177 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Position parallel to wind (​),Position upwind (​)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
3.4064,50.475,0.50125,-9.5399,0.87149,9.5487,2.9899,-5.604e-4,0.71292,0.40815,45,3.8076e-5,9.806,43.52,1.0267e-6,31.258,-2.933e-4,61.112,0,0.0012372,1.9705e-5,26.732,24.102,1.052,0.0076805,74784,0,0.0012031,0.83976,0.58891,0.62987,0.08988,0.12001,14.564,-5.5019,-3.297e-4,0,0,0,0,3.3947,2.5,4.9087,54.58,4.7782e-4,NaN,14.67,1007.3,340.19,0.05,0.087831,-2.9243e-5,2.9899
3.4564,50.488,0.01677,-9.7144,0.7038,9.7154,3.0252,-5.5465e-4,0.7036,0.14074,45,3.8526e-5,9.806,52.638,1.0278e-6,31.419,-2.2314e-4,61.112,0,0.0012372,1.9705e-5,32.302,24.102,3.2803,0.0074563,72601,0,6.9864e-4,0.84477,0.36286,0.63489,0.08988,0.12001,5.3189,2.1351,1.5563e-4,0,0,0,0,3.6393,2.5,4.9087,53.017,4.6871e-4,NaN,14.67,1007.3,340.19,0.05,0.088144,-2.9286e-5,3.0252
# Event APOGEE occurred at t=3.5064 seconds
3.5064,50.477,-0.46829,-9.6874,0.83898,9.6887,3.0602,-5.4906e-4,0.69612,0.15932,45,3.8972e-5,9.806,61.455,1.0273e-6,31.604,-1.5457e-4,61.112,0,0.0012372,1.9705e-5,32.467,24.102,3.3462,0.0079137,77055,0,3.9769e-4,0.83476,0.18336,0.62487,0.089881,0.12001,5.5948,1.0949,-2.6264e-4,0,0,0,0,3.2688,2.5,4.9087,51.441,4.5865e-4,NaN,14.67,1007.3,340.19,0.05,0.08874,-2.9326e-5,3.0602
3.5564,50.441,-0.95202,-9.6618,1.1745,9.6634,3.0948,-5.4365e-4,0.68775,0.17556,45,3.9413e-5,9.806,69.551,1.0273e-6,31.696,-1.2737e-4,61.112,0,0.0012372,1.9705e-5,32.652,24.102,3.4203,0.0083053,80868,0,1.7836e-4,0.82681,0.074665,0.61692,0.089881,0.12001,5.8123,0.36586,9.8148e-5,0,0,0,0,2.9851,2.5,4.9087,49.858,4.4789e-4,NaN,14.67,1007.3,340.19,0.05,0.089042,-2.9365e-5,3.0948
3.6064,50.381,-1.4346,-9.6407,1.5871,9.6425,3.129,-5.384e-4,0.67877,0.18652,45,3.9847e-5,9.806,77.705,1.0271e-6,31.703,-7.9647e-5,61.112,0,0.0012372,1.9705e-5,32.883,24.102,3.5126,0.0085815,83558,0,4.5453e-5,0.82151,0.017822,0.61162,0.089882,0.12001,5.9726,-0.15162,2.3029e-4,0,0,0,0,2.7974,2.5,4.9087,48.273,4.3731e-4,NaN,14.67,1007.3,340.19,0.05,0.089335,-2.9403e-5,3.129
3.6564,50.298,-1.9157,-9.6009,2.0291,9.6033,3.1627,-5.3334e-4,0.66869,0.21779,45,4.0277e-5,9.806,84.047,1.0271e-6,31.678,-1.4736e-5,61.112,0,0.0012372,1.9705e-5,33.038,24.102,3.5746,0.0092807,90366,0,6.3957e-6,0.80909,0.0021441,0.5992,0.089884,0.12001,6.1302,-0.13783,-4.4976e-4,0,0,0,0,2.3879,2.5,4.9087,46.688,4.2562e-4,NaN,14.67,1007.4,340.19,0.05,0.089698,-2.944e-5,3.1627
3.7064,50.19,-2.3946,-9.5529,2.4831,9.5563,3.1958,-5.2846e-4,0.65693,0.25404,45,4.0699e-5,9.806,89.588,1.0271e-6,31.664,3.7545e-5,61.112,0,0.0012372,1.9705e-5,33.173,24.102,3.6287,0.010046,97820,0,0,0.79692,7.5506e-7,0.58702,0.089886,0.12001,6.2701,-4.3115e-4,2.2556e-4,0,0,0,0,2.0361,2.5,4.9087,45.105,4.1102e-4,NaN,14.67,1007.4,340.19,0.034667,0.090039,-2.9476e-5,3.1958
# Event EJECTION_CHARGE occurred at t=3.741 seconds
3.741,50.101,-2.7251,-9.5143,2.801,9.5185,3.2185,-5.252e-4,0.64765,0.28174,45,4.0987e-5,9.806,93.048,1.0271e-6,31.674,5.5344e-5,61.112,0,0.0012372,1.9705e-5,33.257,24.102,3.6622,0.010607,103286,0,-1.1285e-6,0.78878,-2.8959e-4,0.57887,0.089887,0.12001,6.3601,0.13681,9.3287e-5,0,0,0,0,1.8275,2.5,4.9087,44.007,4.0104e-4,NaN,14.67,1007.4,340.19,0.0025,0.19055,-2.9502e-5,3.2185
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=3.742 seconds
3.8218,49.866,-3.0767,-4.1878,3.6231,6.3878,3.2559,-5.201e-4,0.26938,4.8236,45,4.1464e-5,9.806,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.01065,103702,0,0.45253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7131,14.67,1007.4,340.19,0.078274,0.19098,-2.9556e-5,3.2559
3.9188,49.551,-3.4249,-3.5908,3.5809,5.1568,3.2647,-5.1964e-4,0.089477,3.7011,45,4.1575e-5,9.806,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.010526,102497,0,0.44207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5628,14.68,1007.4,340.19,0.09696,0.19116,-2.9609e-5,3.2647
4.0376,49.126,-3.7238,-2.5151,3.7735,4.2071,3.2302,-5.2609e-4,0.49029,3.3726,45,4.1137e-5,9.806,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011092,108013,0,0.49092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6737,14.68,1007.4,340.19,0.11885,0.1914,-2.966e-5,3.2302
4.2126,48.449,-4.0163,-1.6718,3.8719,2.8573,3.1089,-5.4756e-4,0.89578,2.3172,45,3.9592e-5,9.806,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011382,110833,0,0.51688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5511,14.68,1007.5,340.2,0.17499,0.1915,-2.9711e-5,3.1089
4.5816,46.924,-4.2479,-0.62745,4.0505,1.3548,2.6966,-6.3232e-4,1.3389,1.2007,45,3.4341e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011906,115952,0,0.5657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4212,14.69,1007.6,340.2,0.36906,0.19164,-2.976e-5,2.6966
4.8307,45.884,-4.1105,0.55156,4.3211,2.008,2.3033,-7.4043e-4,1.8197,1.9307,45,2.9333e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012701,123710,0,0.64388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1308,14.69,1007.8,340.2,0.24901,0.19185,-2.9766e-5,2.3033
5.3307,43.799,-4.2272,-0.23321,4.1267,0.88098,1.2873,-0.001325,2.2445,0.84955,45,1.6393e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.01213,118155,0,0.58732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1845,14.7,1007.9,340.21,0.5,0.19198,-2.9769e-5,1.2873
5.8307,41.721,-4.0856,0.28306,4.2285,0.37831,0.19641,-0.0086843,2.119,0.25099,45,2.5012e-6,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012429,121088,0,0.61676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1393,14.72,1008.1,340.22,0.5,0.19217,-2.9768e-5,0.19641
6.3307,39.63,-4.2765,-0.38183,4.0858,0.39331,0.87487,-180,2.1661,0.094352,45,-1.1142e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012009,117022,0,0.57596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1599,14.73,1008.4,340.22,0.5,0.19229,-2.9768e-5,-0.87487
6.8307,37.558,-4.014,0.52517,4.2783,0.60154,1.9213,-180,2.0195,0.29335,45,-2.4468e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012575,122553,0,0.63162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0447,14.74,1008.6,340.23,0.5,0.19246,-2.9768e-5,-1.9213
7.3307,35.463,-4.3665,-0.70511,4.0146,0.72265,2.9508,-180,2.0986,0.15821,45,-3.7578e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011799,115017,0,0.55626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0893,14.76,1008.8,340.24,0.5,0.19258,-2.9768e-5,-2.9508
7.7082,33.885,-3.9893,0.9991,4.3806,1.3243,3.6812,-180,1.7704,0.86919,45,-4.688e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012875,125524,0,0.66246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7473,14.77,1009.1,340.25,0.37757,0.19274,-2.9768e-5,-3.6812
8.2082,31.789,-4.3956,-0.81268,3.9903,0.83703,4.5413,-180,1.6702,0.20044,45,-5.7834e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011727,114353,0,0.54974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6815,14.78,1009.3,340.26,0.5,0.19292,-2.9768e-5,-4.5413
8.6569,29.929,-3.8966,1.1124,4.3957,1.1145,5.2976,-180,1.701,0.068718,45,-6.7466e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012919,125992,0,0.66726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6978,14.79,1009.5,340.26,0.44864,0.19309,-2.9768e-5,-5.2976
9.0392,28.351,-4.3594,-1.2106,3.903,1.3078,5.9841,-180,1.8902,0.49471,45,-7.6209e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.01147,111886,0,0.52616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9253,14.81,1009.7,340.27,0.38233,0.19335,-2.9768e-5,-5.9841
9.5392,26.288,-3.8911,0.9366,4.3595,0.93802,6.9356,-180,1.9159,0.051519,45,-8.8321e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012812,124986,0,0.65652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9111,14.82,1009.9,340.28,0.5,0.19348,-2.9768e-5,-6.9356
9.9404,24.626,-4.391,-1.2459,3.8911,1.2462,7.7065,-180,1.9269,0.027346,45,-9.8142e-5,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011435,111576,0,0.52314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9283,14.83,1010.2,340.29,0.40123,0.19377,-2.9768e-5,-7.7065
10.368,22.851,-3.9196,1.1034,4.3938,1.1703,8.5653,-180,2.0935,0.39,45,-1.0908e-4,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012912,126005,0,0.66713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0839,14.84,1010.4,340.29,0.42723,0.19411,-2.9768e-5,-8.5653
10.815,20.986,-4.4195,-1.1174,3.9196,1.1176,9.4999,-180,2.0846,0.019923,45,-1.2098e-4,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011518,112421,0,0.53099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0845,14.85,1010.6,340.3,0.44738,0.1946,-2.9768e-5,-9.4999
11.218,19.308,-3.9195,1.2422,4.4195,1.2423,10.338,-180,2.0802,0.011036,45,-1.3165e-4,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012987,126777,0,0.67519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0802,14.86,1010.8,340.31,0.4025,0.19477,-2.9768e-5,-10.338
11.665,17.443,-4.4179,-1.1144,3.9197,1.118,11.259,-180,2.0402,0.089265,45,-1.4339e-4,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011518,112455,0,0.5312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0399,14.87,1011,340.31,0.44724,0.19505,-2.9768e-5,-11.259
12.024,15.935,-3.9669,1.2542,4.4244,1.3902,11.954,-180,1.8245,0.59984,45,-1.5224e-4,9.8061,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.013001,126952,0,0.67691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8006,14.89,1011.2,340.32,0.35965,0.19531,-2.9768e-5,-11.954
12.524,13.84,-4.4157,-0.89761,3.9683,0.92928,12.837,-180,1.7042,0.24056,45,-1.6348e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.01166,113878,0,0.54462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7174,14.9,1011.4,340.33,0.5,0.19545,-2.9768e-5,-12.837
12.897,12.282,-3.9533,1.2421,4.4204,1.3431,13.506,-180,1.8944,0.51098,45,-1.72e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012988,126871,0,0.67591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9084,14.91,1011.6,340.33,0.37226,0.1957,-2.9768e-5,-13.506
13.397,10.186,-4.4324,-0.95826,3.9535,0.96326,14.466,-180,1.9434,0.098017,45,-1.8422e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011616,113484,0,0.54075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9382,14.92,1011.8,340.34,0.5,0.19592,-2.9768e-5,-14.466
13.776,8.6004,-3.9328,1.3181,4.4324,1.3192,15.199,-180,1.9223,0.055734,45,-1.9355e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.013023,127252,0,0.67983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9212,14.93,1012.1,340.35,0.37901,0.19604,-2.9768e-5,-15.199
14.212,6.7842,-4.384,-1.0331,3.939,1.1449,16.085,-180,2.1377,0.49324,45,-2.0484e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011573,113101,0,0.53698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1434,14.94,1012.2,340.36,0.43674,0.19625,-2.9768e-5,-16.085
14.644,4.9954,-3.9153,1.0875,4.3871,1.1599,16.969,-180,1.9639,0.40338,45,-2.161e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012889,125981,0,0.66619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9754,14.96,1012.4,340.36,0.43107,0.19651,-2.9768e-5,-16.969
15.08,3.1814,-4.4031,-1.1186,3.9169,1.1464,17.85,-180,2.0734,0.25126,45,-2.2732e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011508,112495,0,0.53114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0771,14.97,1012.7,340.37,0.43614,0.19664,-2.9768e-5,-17.85
15.43,1.7127,-3.9809,1.205,4.4137,1.4271,18.529,-180,1.8056,0.76458,45,-2.3597e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.012967,126781,0,0.67454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7677,14.98,1012.9,340.38,0.35036,0.19675,-2.9768e-5,-18.529
# Event GROUND_HIT occurred at t=15.93 seconds
# Event SIMULATION_END occurred at t=15.93 seconds
15.93,-0.38088,-4.3935,-0.82509,3.9812,0.83223,19.418,-180,1.7512,0.10877,45,-2.4729e-4,9.8062,NaN,NaN,NaN,NaN,61.112,0,NaN,NaN,NaN,NaN,NaN,0.011696,114371,0,0.54889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7574,14.99,1013,340.38,0.5,0.19691,-2.9768e-5,-19.418
